Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
4450d03451ff84dac79a92e862d05c0c6a7af4e7c0702fab8a484a350de1453c,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.249885,51.451922,On or near MINSTEAD GARDENS,E01004574,Wandsworth 013B,Local resolution
241f0bb9ca2a1b1f16745313055db8bb6ef0dbcb072321bccba89588f71ecb3f,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.214410,51.437844,On or near BATHGATE ROAD,E01004637,Wandsworth 028E,Suspect charged
63a1d13d97c2b1f3349a31c51582246da4cda8635ed5e903584b39cc2b3343f8,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.307616,51.408634,On or near Theatre/Concert Hall,E01002968,Kingston upon Thames 009C,Suspect charged
4996ea1e26ac58fa2bf1771a8c0b275a37edb8471aff4d5529629dd8cf59d40a,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.386613,51.463352,On or near STAINES ROAD,E01002665,Hounslow 016E,Local resolution
5f5865a68e37db829dc6ae3aaf59c36f4750b641147dd436e5170068ba005b97,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.380150,51.487326,On or near WEST PARK CLOSE,E01002620,Hounslow 004A,Local resolution
01981466cf32d2a45481a6415dcb26724a6f668994076623d16f9ac7e55b0ded,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.455481,51.471932,On or near CAMBERLEY ROAD,E01002444,Hillingdon 031A,Offender given a caution
9f55440df2390cebc9cd75adef30c1d3cc232657aa86cf3fb20c124c43cd1248,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.387187,51.462595,On or near Parking Area,E01002650,Hounslow 021B,Offender given penalty notice
b8299b08e865735f6c3f6e2e6517daec167d395a819e76aa063258398fcc0f93,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.318092,51.480877,On or near HAWTHORN HATCH,E01002686,Hounslow 006E,Local resolution
fcca4b49998df716a5d817803600858c977c1cd96bec8b0f32c55530fe2dab21,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.375500,51.414676,On or near HAMMOND CLOSE,E01003826,Richmond upon Thames 023E,Suspect charged
1536ef98275780106a8d0b1a65fb58bdae1be318e8c2ca549ab7d759336675d4,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.309368,51.418830,On or near BROOM PARK,E01003837,Richmond upon Thames 022D,Offender given a caution
a69109fdc228a37ff87679ad4b06cab090f658b3dc41117554e33ac7fe47640c,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.289221,51.464588,On or near MANOR PARK,E01003863,Richmond upon Thames 004E,Offender given a caution
164a7784893dba9cc6d9d52ee9e9b11ac297111e1954f568e776e9f091805256,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.427858,51.608542,On or near DORMANS CLOSE,E01002472,Hillingdon 002A,Suspect charged
7c638bb382ef94cc1230bca4d73bfccf8026adc15c0d9f4c0783e42676d508f8,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.417975,51.506007,On or near CROWN CLOSE,E01002506,Hillingdon 027E,Suspect charged
0bc16d7ea5d7251bb866ab22312f9849fe0603dca128d897b49c3ab77dde7f7f,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.445425,51.458562,On or near SEVEN SEAS ROAD,E01002444,Hillingdon 031A,Offender given a caution
2b7f0ebdbecaddf7f3147588f556981f2812250767c26c21e006a3c51fd00607,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.456782,51.470924,On or near Parking Area,E01002444,Hillingdon 031A,Local resolution
bee3f5794b0fa715a1dd91aee06c6e4bb4b14a60083a1d0ab23659e95cf27b9f,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.445415,51.457573,On or near SCARBOROUGH ROAD,E01002444,Hillingdon 031A,Local resolution
44b55bbe958ab1d3daa8041b044040693ae67f1d983dc306664424f652bf554e,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.456782,51.470924,On or near Parking Area,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
afbb59e465b520a1f4f9144ed3a51ae3cbfc143aeb5523d5d4b2f70370cdd249,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.106634,51.453688,On or near DULWICH ROAD,E01003074,Lambeth 018E,Suspect charged
9eeb98ae42809652e772380094087f7f6756586cbdb937b873cab18dd5719ca2,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.122450,51.472351,On or near BINFIELD ROAD,E01003127,Lambeth 010E,Local resolution
5d042f5b5cb492d8d84fe2e3d233773eca506e71f0209e3003de47b4763e79e9,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.113053,51.464880,On or near Police Station,E01003047,Lambeth 011B,Suspect charged
2da14c704d2d6fb8d84375202024a7c16d4cd0293fe9e4c6ed1351dd88cd13d7,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.093879,51.468625,On or near BESSEMER ROAD,E01003076,Lambeth 014C,Offender given penalty notice
64865c8a0ca9d7c9bf4918b463c9864510b215ab1fcbf3842fa3295adb85936c,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.109604,51.495030,On or near BROOK DRIVE,E01003110,Lambeth 002C,Offender given penalty notice
c711cfd2d30fdb0d758ca94936fa5828ddd120f319a6a64c4fe6730e309e6f21,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.176120,51.414431,On or near Shopping Area,E01003367,Merton 005A,Suspect charged
76a8be72dea07f82707360d5522a6307628d05e77573633657dc28d1bbe1dca6,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.203716,51.439030,On or near MELROSE AVENUE,E01004599,Wandsworth 025E,Suspect charged
e8b84395ee14867b16bd3fe570972f8833f9153543bdfc3b7374b2b582e8a8ec,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.128101,51.400734,On or near HUNTINGDON CLOSE,E01003430,Merton 019B,Suspect charged
2973b512c6b8977f33d855b79a4b2acd58d6c8004fa07fa1b7df09fa145753b8,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.128101,51.400734,On or near HUNTINGDON CLOSE,E01003430,Merton 019B,Suspect charged
3dda8204a1b7b654b0918c23212bc5d89a1eac235ac4af87ff0d7d754448e268,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.238610,51.409056,On or near SOMERSET AVENUE,E01003445,Merton 010D,Local resolution
9f0ac260dab3731f80d0a291872469fdc1c761c2d7f0fcd370137bd121378de2,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.246106,51.542599,On or near MARIAN WAY,E01000522,Brent 025C,Suspect charged
ee3e1dfb361986244ce47150a78a211d3cc4be7139f7ca7beba1fc319b898664,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.305124,51.618434,On or near COPLEY ROAD,E01002112,Harrow 001A,Suspect charged
70e0a06475851ffd3c0128b64388fa12cf4253e818b336c0932f00208ce32a17,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.154831,51.547322,On or near ST ANN'S GARDENS,E01000900,Camden 012A,Suspect charged
7fbc94a48a0046bb3adb13feba0ce6ab01266a5b4063c58393649b4617631da3,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.128884,51.515681,On or near ST GILES HIGH STREET,E01000919,Camden 028D,Local resolution
516e3a553fd3d8a4c5fe01d9050f67fedb146340a8e5ac2ab345523450419240,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.150760,51.537448,On or near PRINCE ALBERT ROAD,E01000862,Camden 018E,Suspect charged
d640688d8edd51fc5473856e2fb7f3be02f327f760c4d1b3d05161ba1f9a2cc0,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.124482,51.521797,On or near RUSSELL SQUARE,E01000914,Camden 028B,Local resolution
6fe44df642a977512ac1d9fb8a2c3d38cce400b4d3b26a4747ae4f44095dd873,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.187977,51.537453,On or near MORTIMER CRESCENT,E01000929,Camden 020A,Local resolution
c0e825cfd6f4c8a3cee505d7256fb8253197c54c4337d1f9418b8cc33196f1a3,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.218737,51.577607,On or near BRENT CROSS GARDENS,E01000310,Barnet 034C,Suspect charged
39a00c9942dc377301e5f63366da1a299bc96794b783d45b069db5af450fca3e,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.229339,51.592605,On or near ST MARY'S CRESCENT,E01000241,Barnet 031C,Local resolution
915c0876f9318cb6262dfed445a0c8b213027fb6db300e64ee69831e6db47bce,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.224537,51.576166,On or near Shopping Area,E01000307,Barnet 039D,Suspect charged
c589272312d8699dc6509757d80168d764b7c78e8a07ff7fa3eff581de6cefe5,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.243919,51.581790,On or near Supermarket,E01000150,Barnet 036A,Local resolution
5707d2c3d00c1499baeb67e77c66673a03f402910136a21ce9fb935c839b4adf,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.393095,51.497270,On or near MANOR WAY,E01001370,Ealing 037D,Suspect charged
7b859e52a228b74895c0003d959abab84ee4ea355804d501fe37b7f45cb53bb2,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.322150,51.534323,On or near DAWLISH AVENUE,E01001347,Ealing 007C,Local resolution
62369abc975cd46ba65b5ed4abe8b5d92c502e5fad8f75d6506075f4baf891c9,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.334152,51.509253,On or near Petrol Station,E01001252,Ealing 030B,Local resolution
b079cf4aaa09167e8930629d8de7822c3adec54979a7ffcce2804c610ab2f491,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.112399,51.563346,On or near WESLEY CLOSE,E01002736,Islington 005C,Investigation complete; no suspect identified
43d4774429d31e54ee6e3e9aa164888f402007ccdfcbf1d0a19d9cd0dc381eeb,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.102672,51.562021,On or near ROMILLY ROAD,E01002747,Islington 006B,Suspect charged
2f479c9fe2ce74eb73d850d62f5da3d46ba5fe572e996629142ce6e0ea54e518,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.120675,51.531286,On or near OMEGA PLACE,E01002711,Islington 021B,Local resolution
6c00848cd7d50eea90ebc5ce9d298668ca1c9268ba09e01f3ee04a7b40e57e01,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.107440,51.533708,On or near Supermarket,E01002696,Islington 020A,Local resolution
27cc5a5b81a50bb55b5d70017785fc2732e9cc16f41143f17c96ddca3f09ffb6,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.082801,51.589556,On or near HANDSWORTH ROAD,E01001983,Haringey 018D,Local resolution
a841c4fbb7d087d21b4def1a849baee563066a2b52fd0ad35b53ba2549e38ee2,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.099988,51.494506,On or near Supermarket,E01032720,Southwark 009F,Offender given a caution
28475f82be4eaf8b482be89e5abd362b4a4edf3408ac65583503977b2a05595d,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.076317,51.481540,On or near EBLEY CLOSE,E01004014,Southwark 019E,Suspect charged
0ac675508a5a0a3df4fec1fd92a9f564682c5cf12d5e4ccc112e79d1c68ac1ce,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.076317,51.481540,On or near EBLEY CLOSE,E01004014,Southwark 019E,Suspect charged
9614d6fd5a932d0f41ea5ee5bf194be6e7ac21e16731f80917b96f7fbcddc4fd,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.083191,51.504107,On or near BERMONDSEY STREET,E01004027,Southwark 003E,Local resolution
50a55807ae5dc6dcdb1a9eba227c87b713f31b17bddafa1e840884523ea5bb0a,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.091670,51.507060,On or near CLINK STREET,E01003929,Southwark 002B,Local resolution
ebdaec19d15783ce642ea2489fd2dafd20082eb2d1e77e15ac34b0156a6360c1,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.086472,51.501445,On or near GUY STREET,E01003981,Southwark 006F,Suspect charged
ebdaec19d15783ce642ea2489fd2dafd20082eb2d1e77e15ac34b0156a6360c1,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.086472,51.501445,On or near GUY STREET,E01003981,Southwark 006F,Suspect charged
3f3da59b88a4fc6c1ed3d2331bf1c30bf946a1f0a5b28262f83ec20d3c265d71,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.079097,51.497286,On or near RADCLIFFE ROAD,E01003976,Southwark 003A,Suspect charged
64a79bbe9c6d21f2c66dbb37c1b57bc9e7574e3415881d49ef281b179ef3ca3d,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.086006,51.504674,On or near Shopping Area,E01003981,Southwark 006F,Local resolution
cdf8a9fb9147b2ba771ed01f832a28946d50285ed1aacfc3a892b42d05f05a24,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.104503,51.508257,On or near A201,E01003934,Southwark 002C,Investigation complete; no suspect identified
febb75209fb4bfc441a1d9e71ff57798e904c90f1e21a03f8a4c8fb336a89c09,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.014543,51.431111,On or near DAGONET ROAD,E01003236,Lewisham 037A,Suspect charged
477b6585903785c31273b2ec71a9118f3a999b219fbf4c2fd5b175fb5a783c73,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.021324,51.425409,On or near LUSHINGTON ROAD,E01003192,Lewisham 034D,Offender given a caution
869d09d62729f807c54e9cce35dc1d27b63a64b0f6a4f1d5feba5efbeb2e13cc,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.015336,51.402051,On or near Shopping Area,E01000675,Bromley 018B,Suspect charged
5496821125f6b4fb71ee7e3014f9d18ccbcf5d957ddf07148627f00650a3c2b6,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.002101,51.423258,On or near Sports/Recreation Area,E01032565,Lewisham 038E,Suspect charged
e70a12072c94833979cfb2bfc9fdec26fbc4f48550c3e4f94de5197641b5560f,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.073049,51.417251,On or near BRUNSWICK PLACE,E01000740,Bromley 005A,Suspect charged
1a2250cda2ab33cb53162aba7aaf3ff4688054def02f641793893c5d037511fd,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.032771,51.403890,On or near Sports/Recreation Area,E01000647,Bromley 016B,Local resolution
067c22ca2bce6beb8fb021ca66c8bc02602a13a7612eeec912ada1e353f41f6d,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.068572,51.421782,On or near Sports/Recreation Area,E01000740,Bromley 005A,Local resolution
0bad39641afab8a7a9f85be49feba3e9c6d7b12919e1d5a964e5d2bef0b3cf5c,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.096822,51.373957,On or near Parking Area,E01000790,Bromley 028C,Local resolution
c579a67b34014b063e20c6755639f91a3cef4bea7494093547862744d7277b60,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.084596,51.499760,On or near WAREPOINT DRIVE,E01033740,Greenwich 002F,Suspect charged
c1aa3135435e7363a72ddc75d51d981ad5ff5f69bbc67d7b87bd579e14b476bc,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.117579,51.498252,On or near AMPLEFORTH ROAD,E01001575,Greenwich 003A,Local resolution
1b19b7e2f3f65a7974c80342d670cc2e101d48b326a2ddbd44b6743715ad1302,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.076109,51.486116,On or near RAGLAN ROAD,E01001633,Greenwich 009B,Local resolution
403f2ae3d415e4b3be03ffe61eca59f7156c367322c8f984ebc7e91ecef7e437,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.079083,51.490704,On or near Further/Higher Educational Building,E01001629,Greenwich 009A,Suspect charged
fba9ca28c55a0ecfda08b14ae47082c53a7fbbfb4e49663060d506c40a74e54f,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.079083,51.490704,On or near Further/Higher Educational Building,E01001629,Greenwich 009A,Offender given a caution
aa6723174c58f5bea1cbe3a47712212b3a9fe5441fad0077c557947694ceee26,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.016953,51.474055,On or near Petrol Station,E01001580,Greenwich 021A,Local resolution
7c2f8b654a5562b4f11b65c709652f456a48ac6c78c5cbc7e63894dd4243268e,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.035070,51.474425,On or near Supermarket,E01001652,Greenwich 019D,Local resolution
2c49215890943f5aafa6b484b4c04d163d0789ff1b0eccbef71a76494ed428f5,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.016953,51.474055,On or near Petrol Station,E01001580,Greenwich 021A,Offender given a drugs possession warning
e06ef1c6105a156ccedfc3f656808ba94c4d21171c8b546faa7f31f711aa7f25,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.093469,51.394474,On or near WHITEHORSE ROAD,E01001001,Croydon 013A,Suspect charged
17407f2f73b45c85f4d1e53fc73d42fd690f9b9c64fd390bf6d1750a21c85dea,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.104801,51.375575,On or near CHARRINGTON ROAD,E01001014,Croydon 024A,Suspect charged
2e14f178504a78834b5079b6d66b0bb15bc60dd9cf0c20dd2148fd9ba94ac93a,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.100693,51.365815,On or near DERING ROAD,E01001170,Croydon 027E,Local resolution
3e23a23df8bb3349c53e4e0908b347718d63d3047f10817cc13233a4ae4a6158,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.119475,51.356217,On or near IMPERIAL WAY,E01001172,Croydon 028D,Local resolution
71943f580b12af334ff3a8997576440695b8567ca878944717dc305d696b9c35,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.102008,51.386141,On or near SINGLETON CLOSE,E01001115,Croydon 015B,Offender given a caution
7147dc1ff0f4f28640450f2365406a47ee6395e5ceb2f03b46e9b82e5e1c1179,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.055246,51.374502,On or near ELDON AVENUE,E01001062,Croydon 026A,Local resolution
991c514249ce8f1abe2a7e356b0129c160bc327d5daa498a5c78f6a08e702987,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.121162,51.498466,On or near HARROW MANOR WAY,E01000470,Bexley 002F,Suspect charged
df9653e3698f0e67c5e973353e9f7eb9b0351eaa5c3cd10f6dbb2c672d3bc474,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.125643,51.436208,On or near Petrol Station,E01000445,Bexley 024C,Local resolution
3420ca25147055fc5dcb3fa3f25ffe64386661d9a53ca881de138a55fd53ebc9,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.163079,51.490038,On or near LOWER ROAD,E01000408,Bexley 004D,Suspect charged
b91b2b1790605c68ea142d655ba2cff86e6c35c7dcb6cc475888178134775d1d,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.196210,51.368763,On or near Parking Area,E01004142,Sutton 012D,Suspect charged
8f4ce7232c6e4d3ccf82468d264e8582971bbccd350b6d1cc5043cd5561759d6,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.018838,51.523397,On or near CAMPBELL ROAD,E01004240,Tower Hamlets 012A,Suspect charged
d6a5c28348d1c24c7aa4735becb31c30adf967580f546052d470e3e396f6f8cd,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.063124,51.524361,On or near CHESTER STREET,E01004211,Tower Hamlets 013D,Offender given a caution
c52165707d16a1f82d1cd0c6332b1eb4e804b789e069a92a38529c94452c291c,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.062240,51.514976,On or near Further/Higher Educational Building,E01004321,Tower Hamlets 021C,Offender given a caution
14b15a7677181903c605b135e9b4cd456792d03d4c59a418c14deb8ceeae01f7,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.015734,51.509909,On or near WOODSTOCK TERRACE,E01004257,Tower Hamlets 024D,Local resolution
9f8d92d396c1b864e082162d2a07e9e020fb747f14b455754a975bd54ce53b4d,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.070575,51.579459,On or near WAREMEAD ROAD,E01003653,Redbridge 015D,Suspect charged
4cdbb8d8a22a846483b0328510d2ab0d42b01d0d073d9fd4212c1f6c6153f76a,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.121006,51.568001,On or near ESSEX ROAD,E01003666,Redbridge 019F,Local resolution
e3f2634b292e6d77e1e9719e87e919d50b34d401ceb08e1a4ff5b0c5c161a14a,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.020200,51.623655,On or near NEWLANDS ROAD,E01003744,Redbridge 001A,Local resolution
c6770c058684a41a3b51dda6e227052be57f93f70f6627c95809eaf557694f86,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.103788,51.571378,On or near WALLINGTON ROAD,E01003772,Redbridge 024D,Suspect charged
8de03161258409a9e1de866f21f78c5b2c12058905760f972c3c4bcb907cfff7,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.141654,51.588219,On or near ST JAMES'S LANE,E01002023,Haringey 021C,Offender given penalty notice
29b569745d0bd0770e3f457ed78cf7b15eb4885375533c4d09f882331b6595ff,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.048986,51.539459,On or near ALPINE GROVE,E01001840,Hackney 022B,Suspect charged
81c7528f9313aa9e76d3a00c114cdbb3090be08e071d090a6de3cf19da8efe34,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.055471,51.544297,On or near MARE STREET,E01001762,Hackney 017D,Suspect charged
92c117eb31b5c49a882cb92ab069b923c38155e6591c3616e50541a570391ddf,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.080478,51.527164,On or near Nightclub,E01033708,Hackney 027G,Local resolution
d93d1af585a0718a9df1e85d580db0632e8ecb3f4a83f9770265a4cf85094990,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.095511,51.571113,On or near Nightclub,E01001813,Hackney 002E,Suspect charged
d4c6f6324e358cdeeda688b70826cf7dbb8e57cad6a57b8919bf88214014e338,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.012602,51.556681,On or near RUCKHOLT CLOSE,E01004430,Waltham Forest 026D,Suspect charged
d4c6f6324e358cdeeda688b70826cf7dbb8e57cad6a57b8919bf88214014e338,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.012602,51.556681,On or near RUCKHOLT CLOSE,E01004430,Waltham Forest 026D,Suspect charged
937c9b285be8cd602424938853a5f75484df33cc881e00bc6602549d8c88fb9c,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.012581,51.608100,On or near HIGHAM STATION AVENUE,E01004418,Waltham Forest 008D,Suspect charged
a84773d3cbcbed8b11c71fa15098117fdadc82365ccf278a4c83a5cd82b48008,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.011600,51.568084,On or near BREWSTER ROAD,E01004432,Waltham Forest 023D,Local resolution
603473fe8c92c6b5e687865d67b893aeeac7b1eb1cecfe16954e18464bc9273a,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.004131,51.561357,On or near SALISBURY ROAD,E01004375,Waltham Forest 025D,Local resolution
7ee6e89aece224f87aef16117b77955e02cc71e93d073c27f3f50d3ab5d8cf0e,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.152891,51.538868,On or near FORD ROAD,E01000105,Barking and Dagenham 014C,Offender given a caution
3acd67ce2abfb1c3bd56b8ebe2094ddb9b07332e606a6585916f66f1f97e4a5d,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.133591,51.583762,On or near LONGHAYES AVENUE,E01000030,Barking and Dagenham 001D,Local resolution
0f100633871cca8eb79a195705db25b3e1b5c1af751ec8bd660e816e757e602b,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.075407,51.539159,On or near NORTH STREET,E01000007,Barking and Dagenham 015A,Local resolution
6ef49cf9a6f33551a5d93c75d1931757bc4370e822641b9251c49faee1ef263d,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.122903,51.542742,On or near WATERBEACH ROAD,E01000075,Barking and Dagenham 012D,Suspect charged
901f519d96c6e1ff75a2efb1ad86af57af791cd4c892b5a4375af761885d81d9,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.136069,51.575669,On or near THE CLOSE,E01000032,Barking and Dagenham 002B,Local resolution
89be9e01064662f4c0a6e5f00baf0081fd8de2c7f43131f3cf91d0848b776424,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.049452,51.655596,On or near ASHDOWN ROAD,E01001440,Enfield 012A,Suspect charged
76f3c1fa9b0b178b49a2ebb627277ab92f01fdc5bcc03a64ef93e91e650ae9f5,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.050959,51.622493,On or near BARROWFIELD CLOSE,E01001486,Enfield 025C,Offender given a caution
7e025a74a63c69c3e9111b90d01282867e6e5dd61b442a65287f2b217f5edd8a,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.053971,51.629413,On or near ELSTREE GARDENS,E01001487,Enfield 023C,Local resolution
0aec62498bd5ae04c79600aca882924ecf5f802d47a56701a49fe2c4431d1043,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.047780,51.637646,On or near BEATRICE ROAD,E01001476,Enfield 018A,Local resolution
144ae20d6b4230ffea0c5241af665413bbc51f5a9dff9147899ba2a79c8e740e,2019-12,Metropolitan Police Service,Metropolitan Police Service,-0.091280,51.614586,On or near TILE KILN LANE,E01001556,Enfield 035E,Local resolution
fca0c324d4da76887a19481272200dfe223b9a69153dc18016dc6d12d9dc5e60,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.002158,51.545576,On or near WINDMILL LANE,E01003617,Newham 012B,Suspect charged
8797d8bfec5aecdaf8bd4177589547f9b9df22b2e7c40b2283bb28a6d4a9d427,2019-12,Metropolitan Police Service,Metropolitan Police Service,0.001899,51.541641,On or near Conference/Exhibition Centre,E01003617,Newham 012B,Local resolution
